date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-07-19,20.3,15.7,24.2,,,214,10.7,27.8,1013.6,
2019-07-20,21.8,18,26.5,,,190,14,42.6,1010.9,
2019-07-21,19.9,15.6,23.7,,,269,11.3,31.5,1020.1,
2019-07-22,21.8,14.1,28.5,,,244,10.5,31.5,1023.3,
2019-07-23,25.7,15.6,33.7,,,101,6.6,25.9,1020,
2019-07-24,28.1,19,36.7,,,105,9.2,31.5,1014,
2019-07-25,29.7,19.2,40.2,,,109,10.7,31.5,1013.4,
2019-07-26,27.9,22.5,34.5,,,345,15.8,37,1009.2,
2019-07-27,20.3,19,22.5,,,300,13.7,35.2,1004.2,
2019-07-28,17.8,17.2,18.6,,,271,14,29.6,1004.7,
2019-07-29,19.5,13.5,25.1,,,185,6.3,22.2,1011.2,
2019-07-30,21.3,14.5,27,,,175,13.1,40.8,1011.3,
2019-07-31,18.8,16.2,21.5,,,223,16.8,42.6,1015.1,
2019-08-01,19,15.1,22.7,,,252,11.6,29.6,1017,
2019-08-02,18.9,16.1,22.5,,,280,16.2,40.8,1016.6,
2019-08-03,18.8,16.2,21.2,,,4,7.1,29.6,1018.7,
2019-08-04,20.5,14.2,26,,,112,6,20.4,1015.8,
2019-08-05,21.8,18.7,26,,,242,13.1,35.2,1011.3,
2019-08-06,20.3,16,23.6,,,240,13.8,33.3,1010.5,
2019-08-07,20.3,16.6,24.7,,,246,16.5,37,1008.2,
2019-08-08,20,15.2,24.7,,,219,12.2,31.5,1011.4,
2019-08-09,20.9,17,26,,,143,12.5,35.2,1007.1,
2019-08-10,21.4,19.6,24.6,,,222,26.7,61.1,1009.4,
2019-08-11,18.6,15.6,20.6,,,220,15,37,1014.7,
2019-08-12,16.7,14,21.5,,,220,11.5,29.6,1015,
2019-08-13,14.6,11.1,18.6,,,214,12.5,35.2,1017.6,
2019-08-14,15.7,11.2,20.5,,,197,11.5,31.5,1017,
2019-08-15,18.1,16,20.7,,,246,17.7,42.6,1011.5,
2019-08-16,18.2,14,23.2,,,212,13.1,33.3,1015.5,
2019-08-17,18.3,17,20.5,,,206,14.9,35.2,1008,
2019-08-18,17.2,15.2,20.7,,,214,12.2,35.2,1007.1,
2019-08-19,17.3,13.2,21.5,,,228,17.6,40.8,1015.5,
2019-08-20,16.9,12.6,21.5,,,252,13.8,33.3,1022.7,
2019-08-21,16.2,9.2,22.2,,,157,5.6,18.5,1027.8,
2019-08-22,17.6,9.6,24.5,,,212,6.5,25.9,1025.8,
2019-08-23,18.9,10.1,26.7,,,101,5.6,18.5,1025.4,
2019-08-24,21.7,12,29.7,,,99,5.9,25.9,1020.5,
2019-08-25,22.9,13.2,30.7,,,97,3,20.4,1018.7,
2019-08-26,24.1,15.2,31.7,,,59,4.5,18.5,1018.2,
2019-08-27,26.1,19,33.2,,,114,5,20.4,1014.9,
2019-08-28,23.3,18.7,28.7,,,235,12,27.8,1014.1,
2019-08-29,19.7,17.2,22.5,,,264,12.2,31.5,1019.4,
2019-08-30,17.9,12.6,23.6,,,206,7.1,22.2,1022.8,
2019-08-31,19.7,11,30.2,,,133,7.5,31.5,1013.8,
2019-09-01,17.5,15.1,20.2,,,280,12.9,33.3,1015.7,
2019-09-02,15.9,10.2,20.6,,,272,9.2,27.8,1023.4,
2019-09-03,16.8,14,19.5,,,225,12.5,31.5,1023.8,
2019-09-04,16.3,14.2,20.5,,,224,14.6,38.9,1017.1,
2019-09-05,13.7,10.7,15.5,,,293,15.5,40.8,1021,
2019-09-06,13.4,7.2,19,,,223,13.4,37,1023.9,
2019-09-07,14.6,12.1,17.5,,,286,12.6,33.3,1019.6,
2019-09-08,14.6,11.1,17.7,,,345,11.6,31.5,1020.5,
2019-09-09,13.2,9,18,,,219,6.6,22.2,1016.4,
2019-09-10,13.7,6.5,19.7,,,134,5,25.9,1018,
2019-09-11,15,10.6,18.1,,,218,12,33.3,1021.8,
2019-09-12,19.4,17.2,23.1,,,240,14.6,33.3,1027.2,
2019-09-13,18.6,15,22,,,304,12.2,29.6,1032.1,
2019-09-14,16.1,10.1,22.1,,,73,6.8,22.2,1032.5,
2019-09-15,15.8,7,24.2,,,225,8.2,27.8,1024.7,
2019-09-16,16.3,13.1,20.2,,,303,7.5,20.4,1021.1,
2019-09-17,15,8.7,19,,,325,11.4,35.2,1023.1,
2019-09-18,12.5,7,17.5,,,24,6.2,27.8,1027.7,
2019-09-19,13.2,8.7,17.5,,,39,6.5,22.2,1030.8,
2019-09-20,13.3,6.2,20.2,,,85,9.2,31.5,1027.9,
2019-09-21,15.7,6.5,26,,,101,12.2,33.3,1017.4,
2019-09-22,18.3,11.5,26.5,,,155,12,35.2,1008.4,
2019-09-23,16.9,14.5,20.2,,,200,11.3,31.5,1013.5,
2019-09-24,15.5,14,17.7,,,158,13.5,35.2,1008.9,
2019-09-25,15.3,13.7,17,,,205,15.6,38.9,1005.2,
2019-09-26,16.4,14.6,19.7,,,206,16.2,35.2,1007.1,
2019-09-27,15.5,13.7,18.5,,,211,16.2,44.5,1008.3,
2019-09-28,15.3,13.7,17.6,,,224,20.1,50,1010.7,
2019-09-29,15.8,13.7,18.5,,,210,23.3,53.7,1001.8,
2019-09-30,15.5,13.5,18.1,,,246,20,59.3,1009.3,
2019-10-01,15.9,13.7,18.7,,,221,14.9,37,1001.9,
2019-10-02,11.6,10,15.5,,,318,13.9,44.5,1011.4,
2019-10-03,10.6,8.5,13.5,,,240,10.2,24.1,1018.7,
2019-10-04,11.5,8.5,14.1,,,221,15.8,42.6,1006.3,
2019-10-05,10,7.7,12.2,,,68,9.6,24.1,1014.6,
2019-10-06,10.9,8.2,15.2,,,134,13.1,37,1011.2,
2019-10-07,10.6,9,12.7,,,125,9.2,20.4,1015.8,
2019-10-08,13.7,12,15.7,,,225,15,35.2,1008.7,
2019-10-09,12.1,11.1,13.2,,,224,18.6,46.3,1007.1,
2019-10-10,12.7,9.6,16.5,,,232,17.7,40.8,1012,
2019-10-11,14.6,13,17,,,211,21.3,48.2,1012.2,
2019-10-12,16.3,14.2,18.5,,,212,17.1,37,1009.3,
2019-10-13,17.9,14,23.2,,,192,15.9,50,1007.9,
2019-10-14,16.1,11,21.2,,,140,9.2,27.8,1009.9,
2019-10-15,15.4,13.5,18.2,,,203,10.5,24.1,1006.3,
2019-10-16,13,10.6,14.7,,,191,15.6,37,1007.9,
2019-10-17,13.6,9.5,16.5,,,207,12.3,31.5,1008.9,
2019-10-18,13.2,12,14.6,,,194,17.7,53.7,1005.6,
2019-10-19,12.6,10.6,14.1,,,193,12.5,31.5,1004.6,
2019-10-20,10.6,7.7,12.5,,,81,5.3,22.2,1008.5,
2019-10-21,12.1,11,13.7,,,139,11.3,33.3,1014.6,
2019-10-22,13,11.5,15,,,216,9.5,20.4,1023.1,
2019-10-23,13.1,11.2,16.6,,,71,8.1,25.9,1015.6,
2019-10-24,15.1,11.1,20,,,176,14.7,53.7,1007.6,
2019-10-25,13.8,11.5,16,,,207,19.4,40.8,1016.8,
2019-10-26,16.7,14.5,19.7,,,204,21.9,42.6,1013.2,
2019-10-27,10.8,7.2,16.6,,,284,15.3,46.3,1020.3,
2019-10-28,7.9,2.6,12.5,,,271,4.5,16.7,1024,
2019-10-29,8.1,5.7,11.8,,,62,9,29.6,1025.2,
2019-10-30,5.3,2.7,9.1,,,75,10.8,25.9,1026.5,
2019-10-31,4.1,0.2,9.2,,,87,8.3,22.2,1021.6,
2019-11-01,8.5,1.5,14,,,152,10.8,31.5,1005.9,
2019-11-02,13.8,11.6,15.2,,,206,22.1,59.3,989,
2019-11-03,10.7,8.7,12.1,,,176,11.3,40.8,984.4,
2019-11-04,10.7,9.1,13.4,,,194,12.3,25.9,987.7,
2019-11-05,9.4,6.7,11.2,,,215,8.9,24.1,995.8,
2019-11-06,9.3,8,10.5,,,249,5.9,14.8,1002.5,
2019-11-07,7.6,4.7,10.2,,,165,12.1,31.5,997.3,
2019-11-08,5.7,1.1,10.2,,,191,6.9,18.5,1005.5,
2019-11-09,6,3,8.7,,,206,12.9,33.3,1007.9,
2019-11-10,3.1,-0.9,9.5,,,102,4.4,13,1011.8,
2019-11-11,5.6,0.9,7.7,,,189,15.2,44.5,1005.3,
2019-11-12,5.5,4.2,7.2,,,209,18.6,35.2,1000.5,
2019-11-13,6.7,5.5,9,,,207,14.3,35.2,1000.1,
2019-11-14,5.3,3.5,7.5,,,123,13.4,31.5,1000,
2019-11-15,4.3,3,6.1,,,66,12.5,27.8,1001.2,
2019-11-16,3.7,-0.7,7.6,,,141,6.6,18.5,1007.8,
2019-11-17,4.1,-1.7,8.5,,,56,6.6,20.4,1011.3,
2019-11-18,6.1,4.5,8.7,,,317,12.8,37,1010,
2019-11-19,5.3,-0.4,8.2,,,239,11.3,27.8,1017,
2019-11-20,0.9,-3,6.2,,,100,7.2,24.1,1017,
2019-11-21,0.4,-1.7,3.2,,,96,10.4,20.4,1008.3,
2019-11-22,6.1,-0.2,10.6,,,127,12.9,27.8,1002.6,
2019-11-23,6.1,3.2,8.1,,,85,12.2,27.8,997.7,
2019-11-24,4.6,0.2,8.7,,,153,3.9,14.8,1006,
2019-11-25,7,2.2,12.7,,,147,9.6,20.4,1008.2,
2019-11-26,10.3,7.2,12.2,,,170,13.7,37,1002,
2019-11-27,10.6,9.6,11.8,,,180,20.7,59.3,988.6,
2019-11-28,9.8,9,10.7,,,246,21.3,53.7,992.6,
2019-11-29,7.3,5,8.7,,,308,9.5,24.1,1011.9,
2019-11-30,2.7,-1.5,6.7,,,123,5.6,16.7,1023.2,
2019-12-01,2.3,1.1,4.1,,,43,12,25.9,1021.1,
2019-12-02,4.4,-1.7,8.5,,,285,7.2,22.2,1027.6,
2019-12-03,3.9,0.6,7.3,,,217,6.9,18.5,1028.9,
2019-12-04,0.9,-3,7,,,104,3.8,9.3,1022.7,
2019-12-05,0.5,-2.5,3.7,,,196,11.3,37,1020.9,
2019-12-06,5.1,1.7,9.2,,,209,25.2,53.7,1010.5,
2019-12-07,9.5,9,10.2,,,240,17.4,42.6,1012.8,
2019-12-08,9.8,7.5,11.6,,,228,27,55.5,1003.6,
2019-12-09,7.1,6.2,7.7,,,271,25.5,61.1,1003.6,
2019-12-10,5.4,2.1,7.5,,,211,19.5,51.8,1021.3,
2019-12-11,6.4,5.7,7.5,,,205,16.7,51.8,1007.7,
2019-12-12,4.8,2.5,6.1,,,192,20.3,50,997.3,
2019-12-13,6,4.2,7.7,,,220,19.1,46.3,978.5,
2019-12-14,6.4,5.1,7.7,,,235,21.8,55.5,990.6,
2019-12-15,8,6.2,9.5,,,213,20.7,57.4,999.3,
2019-12-16,7.4,2.7,9.5,,,155,9.3,24.1,1004.2,
2019-12-17,10.6,5.5,15.7,,,184,14,38.9,1000.4,
2019-12-18,6.8,3.7,9.5,,,177,10.7,25.9,1013.5,
2019-12-19,11,5.7,14.5,,,147,16.1,33.3,1006,
2019-12-20,11.4,8.7,13,,,179,21,44.5,987.5,
2019-12-21,8,6.5,9.2,,,175,17.3,38.9,987.5,
2019-12-22,8.3,7.2,9.3,,,210,16.8,44.5,984.1,
2019-12-23,8,6.7,9.5,,,239,15.8,33.3,1006.3,
2019-12-24,9.1,6.7,11.7,,,227,20.9,50,1010.2,
2019-12-25,7.6,1.6,9.7,,,275,15.9,37,1020.7,
2019-12-26,3.1,-0.7,7,,,145,8.1,22.2,1022.9,
2019-12-27,6.5,5.1,8,,,85,8.6,24.1,1027.1,
2019-12-28,3.1,0.1,5.7,,,119,5.6,14.8,1039,
2019-12-29,0.7,-2.2,5.5,,,137,5.6,14.8,1037,
2019-12-30,5.5,2.7,9.5,,,214,11,31.5,1031.2,
2019-12-31,3.9,1.7,6.1,,,142,7.8,20.4,1033.2,
